dns_time_ms,tcp_connect_ms,tls_time_ms,rtt_ms,http_status,response_size,time_of_day,domain_category,response_time_ms
57.104,213.447,53.666,25.04,403,17,40907,net,402.211
4.315,27.423,31.319,26.96,403,17,40907,net,94.204
13.283,59.009,46.579,26.5,403,17,40908,net,142.229
7.805,36.836,52.124,23.75,403,17,40908,net,122.329
3.23,49.449,37.376,24.52,403,17,40908,net,118.325
5.775,40.329,44.89,25.31,403,17,40908,net,121.253
9.866,34.734,41.594,24.51,403,17,40909,net,107.238
16.549,43.879,36.961,26.52,403,17,40909,net,116.355
7.117,29.306,43.038,24.88,403,17,40909,net,98.374
5.073,51.38,51.581,24.07,403,17,40909,net,133.503
35.339,69.265,49.899,30.57,403,17,40910,com,158.147
15.248,46.648,36.875,26.53,403,17,40910,com,125.516
14.093,41.456,34.227,25.05,403,17,40910,com,103.48
9.474,51.109,38.33,25.14,403,17,40910,com,127.793
13.051,47.541,37.572,26.42,403,17,40910,com,145.256
4.587,31.694,71.256,28.36,403,17,40911,com,132.375
4.426,33.645,54.059,28.43,403,17,40911,com,138.434
14.695,46.268,49.914,24.21,403,17,40911,com,137.146
10.363,47.267,45.511,29.54,403,17,40911,com,134.602
2.637,33.001,50.227,29.95,403,17,40912,com,120.243
34.862,73.198,41.656,31.56,403,186870,40913,com,961.731
15.769,47.663,35.35,32.03,403,189031,40914,com,956.808
6.816,37.93,52.258,28.2,403,185286,40915,com,877.191
10.45,46.343,45.189,28.09,403,186473,40916,com,1003.352
5.774,38.017,50.459,36.2,403,185572,40917,com,963.77
12.706,36.115,57.915,31.88,403,184582,40918,com,1004.367
11.252,119.64,114.388,65.27,403,186070,40921,com,1149.17
13.05,139.855,141.93,61.86,403,184836,40923,com,1376.689
8.108,150.732,92.75,76.83,403,185373,40924,com,1229.329
31.855,128.356,112.215,26.49,403,84962,40925,com,355.956
15.468,62.121,51.429,28.8,403,85024,40925,com,231.606
4.053,44.271,57.475,29.55,403,85044,40928,com,256.798
14.091,45.066,50.547,26.67,403,84960,40928,com,260.832
15.482,41.745,57.728,32.83,403,84926,40928,com,242.37
11.282,39.746,52.887,26.9,403,85034,40929,com,222.266
2.886,48.553,51.096,29.58,403,85047,40929,com,232.368
6.501,38.482,65.38,25.71,403,85049,40929,com,233.379
8.06,40.402,50.922,27.18,403,84945,40930,com,219.248
34.957,63.268,36.082,26.55,403,68853,40930,com,322.023
7.158,35.334,53.671,25.56,403,68795,40931,com,337.858
2.455,29.176,41.657,25.2,403,68566,40931,com,275.255
10.222,34.978,43.308,25.73,403,68823,40931,com,272.197
4.618,30.999,40.48,27.38,403,68517,40932,com,299.498
14.215,51.896,35.283,35.91,403,68851,40932,com,283.411
12.476,59.222,53.221,28.43,403,68752,40933,com,336.042
13.733,83.67,58.532,25.51,403,68708,40933,com,339.927
3.849,28.796,33.097,26.12,403,68547,40934,com,273.249
9.513,35.567,57.154,26.33,403,68900,40934,com,307.694
12.004,58.487,46.084,28.93,403,876402,40935,com,417.07
15.014,61.099,50.125,26.36,403,875441,40936,com,518.319
8.813,38.472,51.635,30.85,302,875965,40936,com,411.639
11.501,57.504,51.133,29.13,302,882408,40937,com,488.384
10.42,52.722,49.289,30.34,302,877298,40937,com,466.724
10.337,55.909,50.302,27.73,302,877211,40939,com,457.563
13.844,60.193,56.718,29.64,302,877743,40939,com,508.156
2.623,42.629,57.358,28.08,302,877100,40940,com,512.917
41.397,67.289,37.78,23.2,302,0,40940,com,263.265
8.731,33.294,33.55,22.97,302,0,40941,com,234.561
7.167,55.062,34.068,24.07,302,0,40941,com,246.284
4.315,27.564,33.973,27.13,302,0,40941,com,219.344
36.114,83.776,34.01,28.58,302,0,40944,com,275.269
4.877,47.321,33.534,27.08,302,0,40945,com,240
12.996,40.596,47.853,26.56,302,0,40945,com,250.885
9.169,51.005,43.185,26.65,302,0,40945,com,252.005
35.381,65.415,43.779,26.21,302,143,40946,com,137.547
8.351,54.397,35.646,34.81,302,143,40946,com,116.523
11.212,38.061,51.53,25.9,302,143,40946,com,121.825
11.64,36.21,57.864,24.44,302,143,40946,com,128.004
13.967,57.586,39.084,23.7,302,143,40947,com,131.735
1.841,29.149,37.089,24.02,302,143,40947,com,108.443
12.298,39.866,33.173,26.73,302,143,40947,com,99.024
4.497,33.26,41.838,27.1,302,143,40947,com,108.163
11.251,37.555,52.818,29.57,302,143,40947,com,116.439
6.997,39.77,44.826,23.58,302,143,40948,com,118.511
36.575,93.148,64.035,54.97,302,120361,40948,org,395.514
4.842,62.735,74.693,56.08,302,120361,40949,org,394.481
5.201,78.202,67.322,64.31,302,120361,40949,org,387.748
12.258,64.805,62.557,59.28,302,120361,40950,org,381.271
11.041,77.327,69.466,60.99,302,120361,40951,org,374.635
8.184,70.004,68.211,56.16,302,120361,40951,org,384.71
2.202,56.641,84.13,56.61,302,120361,40952,org,390.962
15.328,71.538,62.201,58.17,302,120361,40953,org,355.824
12.622,68.814,63.224,67.94,302,120361,40953,org,383.553
6.699,63.649,75.195,63.38,302,120361,40954,org,385.759
81.186,120.262,99.626,26.78,302,201253,40954,com,425.071
7.103,53.997,93.099,30.04,302,201253,40955,com,310.67
9.134,55.304,81.73,31.03,302,201253,40955,com,322.812
7.566,32.35,68.475,29.7,302,201253,40956,com,223.506
1.847,32.374,68.444,29.23,302,201253,40956,com,313.591
3.484,28.934,89.387,26.3,302,201253,40956,com,260.157
6.359,33.329,56.765,27.19,302,201253,40957,com,235.456
4.26,34.805,71.061,26.83,302,201253,40957,com,279.034
15.546,61.504,80.141,29.57,302,201253,40958,com,347.468
11.926,37.989,61.083,27.06,302,201253,40958,com,260.001
27.841,69.917,40.79,26.13,302,21115,40958,net,154.674
1.696,45.733,53.468,25.95,302,21115,40959,net,147.476
8.516,41.525,47.412,25.13,302,21115,40959,net,123.393
12.082,44.391,36.263,41.17,302,21115,40959,net,118.1
8.546,41.981,44.342,29.28,302,21115,40959,net,134.261
4.451,42.421,32.116,26.73,302,21115,41000,net,115.481
9.708,34.377,41.795,27.53,302,21115,41000,net,111.828
16.143,47.889,41.045,27.76,302,21115,41000,net,140.303
8.36,32.971,43.97,24.9,302,21115,41000,net,106.892
3.533,49.966,97.987,26.52,302,21115,41001,net,191.51
43.878,294.228,252.282,240.98,302,164642,41003,org,1689.574
13.636,256.603,252.365,242.75,302,164642,41008,org,1618.866
13.017,258.617,269.731,242.67,302,164642,41011,org,1633.598
35.088,286.933,251.756,243.53,302,164642,41014,org,1679.325
18.058,249.079,242.852,244.77,302,164642,41016,org,1578.768
12.875,255.237,246.088,242.61,302,164642,41019,org,1597.311
38.464,107.535,63.589,54.71,302,48673,41028,org,289.508
7.323,63.941,66.454,52.99,302,48673,41029,org,254.328
4.73,62.103,69.282,52.56,302,48673,41029,org,257.925
14.298,90.605,61.046,54.06,302,48673,41030,org,276.88
15.839,74.063,64.275,53.97,302,48673,41030,org,273.156
5.986,63.241,66.845,54.51,302,48673,41031,org,246.159
2.252,64.462,68.272,56.7,302,48673,41031,org,247.715
3.442,60.033,72.384,53.03,302,48673,41031,org,265.516
1.48,56.057,74.315,54.62,302,48673,41032,org,253.38
11.043,68.041,65.383,53.72,302,48673,41032,org,252.146
37.862,119.298,84.09,81.79,302,573496,41033,com,704.337
12.391,88.604,82.151,72.74,302,573496,41034,com,674.888
7.245,80.116,85.148,72.98,302,573496,41036,com,688.536
10.343,85.637,82.448,74.92,302,573496,41039,com,741.504
10.224,92.161,79.847,76.9,302,573495,41040,com,679.939
14.666,90.732,83.452,72.71,302,573496,41041,com,763.096
14.738,90.743,83.8,78.25,302,573495,41042,com,716.732
15.631,89.263,81.238,75.51,302,573496,41043,com,667.502
34.464,88.205,243.428,57.39,302,543505,41044,net,1085.74
13.17,71.451,61.178,59.87,302,543506,41045,net,847.814
1.473,79.334,63.144,58.88,302,543505,41046,net,841.889
10.099,64.98,67.906,62.67,302,543507,41048,net,1209.492
49.934,123.671,66.254,58.69,302,543506,41049,net,1328.288
12.659,70.951,64.059,59.47,302,543504,41051,net,1180.97
9.894,64.368,60.995,59.73,302,543505,41052,net,1291.637
11.853,74.931,63.667,61.14,302,543506,41053,net,1056.848
17.28,74.783,81.692,58.13,302,543505,41056,net,1454.38
50.263,96.837,58.982,27.54,302,17,100257,com,187.703
10.679,49.407,55.127,26.9,302,17,100257,com,149.766
13.455,51.338,45.887,26.15,302,17,100257,com,130.812
7.224,41.821,46.387,28.01,302,17,100257,com,124.591
13.84,47.957,47.332,28.51,302,17,100258,com,137.921
5.573,30.35,41.681,24.43,302,17,100258,com,108.625
10.312,43.599,52.538,28.82,302,17,100258,com,139.163
16.131,48.333,51.335,27.69,302,17,100258,com,134.654
15.357,47.712,42.979,32.05,302,17,100259,com,124.308
6.69,29.232,45.157,27.15,302,17,100259,com,113.16
59.965,106.176,51.725,32.45,302,187012,100300,com,1096.491
13.139,59.672,37.092,26.71,302,185943,100301,com,909.694
10.15,50.3,41.049,29.38,302,186866,100302,com,1054.945
11.115,45.691,48.476,28.16,302,187373,100304,com,1020.784
9.235,44.977,48.986,30.69,302,186366,100305,com,976.852
5.291,37.372,48.554,30.5,302,183306,100308,com,949.686
14.276,50.598,48.179,29.03,302,190302,100309,com,874.728
15.099,51.705,43.096,26.33,302,186203,100310,com,997.333
5.03,37.208,67.413,28.7,302,84847,100311,com,285.828
6.916,38.414,52.69,29.03,302,85093,100312,com,269.205
7.843,33.886,54.127,27.96,200,84977,100312,com,237.977
10.765,36.912,70.186,27.11,200,85147,100312,com,273.798
13.747,46.747,64.886,31.55,200,84969,100313,com,320.002
16.516,42.206,54.82,27.07,200,84983,100313,com,246.845
15.445,42.413,71.607,28.67,200,84896,100314,com,281.365
6.777,37.773,50.121,26.57,200,84971,100314,com,227.487
11.889,40.52,56.83,28.45,200,85206,100314,com,232.871
39.824,68.878,54.082,28.04,200,68577,100315,com,330.481
14.507,43.445,52.08,29.7,200,68681,100315,com,281.567
14.702,41.327,42.766,29.55,200,68752,100315,com,278.068
6.701,33.78,48.097,29.52,200,68558,100316,com,326.832
7.916,55.365,38.594,30.06,200,68784,100316,com,304.795
11.528,52.069,37.951,28.19,200,68596,100317,com,273.435
10.032,38.793,55.338,28.99,200,68588,100318,com,279.691
3.304,32.894,52.613,31.75,200,68600,100318,com,304.037
9.215,54.074,43.066,29.87,200,68578,100319,com,309.703
2.599,49.016,68.267,24.29,200,882452,100319,com,567.212
9.698,36.639,55.106,23.41,200,880215,100320,com,523.922
10.996,41.007,51.909,29.2,200,883506,100320,com,409.444
8.575,37.768,48.343,29.27,200,878353,100321,com,477.963
5.941,41.427,50.913,26.44,200,879051,100322,com,464.716
4.108,33.163,52.097,25.18,200,882898,100322,com,519.121
1.019,29.543,53.278,26.9,200,877321,100323,com,450.651
13.515,48.369,76.212,25.79,200,878968,100323,com,526.893
18.25,45.021,54.809,25.24,200,878935,100324,com,469.536
18.868,43.29,56.857,25.05,200,879557,100325,com,487.491
12.623,43.68,37.846,24.86,200,0,100327,com,254.368
14.113,53.213,31.517,24.27,200,0,100328,com,251.557
9.096,36.555,34.187,23.28,200,0,100328,com,241.668
11.276,38.969,38.412,28.35,200,0,100328,com,248.51
2.461,28.134,27.819,24.13,200,0,100329,com,224.317
6.986,31.493,32.474,24.48,200,0,100329,com,230.765
29.083,61.394,42.777,22.1,200,143,100329,com,144.857
10.103,48.084,36.478,22.93,200,143,100329,com,113.825
4.128,67.157,37.449,23.38,200,143,100330,com,150.506
7.84,34.092,36.585,23.57,200,143,100330,com,105.2
12.948,57.994,38.885,23.76,200,143,100332,com,131.79
15.718,61.705,81.875,23.85,200,143,100332,com,187.249
11.694,57.878,43.376,26.41,200,143,100333,com,135.201
14.425,38.911,32.905,23.06,200,143,100333,com,97.754
7.845,39.064,41.763,22.86,200,143,100333,com,114.187
32.096,88.659,67.092,56,200,120361,100334,org,377.202
3.231,62.928,65.912,55.64,200,120361,100334,org,368.546
